MIN;AVG;MAX
69;124;174
63;122;165
72;126;178
40;121;168
71;121;165
70;127;179
39;128;186
67;127;171
68;124;166
65;121;163
38;122;163
65;121;165
69;126;175
70;123;160
42;119;159
70;122;163
70;121;154
65;120;162
40;116;158
65;125;168
65;121;176
67;125;169
44;124;162
75;119;157
48;118;159
67;122;171
42;119;171
63;119;150
65;120;164
66;122;158
45;119;155
69;124;150
73;124;173
67;125;158
39;124;173
67;123;180
61;121;177
39;121;159
66;121;158
102;122;163
66;120;162
44;125;185
64;124;156
70;124;176
59;125;172
44;124;179
68;126;166
66;126;186
77;121;162
44;121;169
69;122;164
72;123;173
70;123;159
43;124;167
65;125;165
69;121;181
69;123;164
40;120;180
69;121;161
68;122;161
42;123;177
68;122;160
73;128;169
80;131;170
40;129;177
68;122;159
71;123;164
71;124;165
44;121;169
67;122;163
64;123;167
67;128;171
44;129;176
63;121;161
70;120;153
67;124;169
54;121;162
66;119;154
64;120;160
64;120;172
40;120;147
71;121;159
67;120;170
71;122;176
37;123;158
65;124;170
65;122;166
45;121;149
73;121;169
63;120;158
74;122;156
38;124;172
70;125;172
69;123;163
71;122;168
38;120;153
64;122;156
66;120;165
63;122;165
38;121;155
72;122;161
69;125;168
67;125;172
42;123;171
74;123;152
71;122;153
63;123;165
48;125;158
80;127;167
64;125;165
47;125;177
74;124;153
70;125;160
72;121;168
39;121;165
70;123;163
67;122;154
69;124;162
40;122;185
66;122;185
66;125;175
74;125;176
40;124;178
66;125;170
67;121;175
68;120;152
40;122;159
63;120;160
61;121;168
65;124;167
38;123;170
65;124;172
65;124;158
68;125;164
44;125;171
68;125;174
71;123;164
40;122;168
71;123;157
68;123;163
71;124;162
42;123;158
72;120;156
73;123;165
72;121;164
43;119;171
66;124;173
72;122;156
71;123;168
39;121;168
70;123;163
73;122;152
68;121;164
42;123;171
69;122;157
69;124;167
66;125;163
38;125;179
66;125;177
108;126;171
40;123;172
105;125;174
64;125;160
69;122;156
46;126;178
63;122;158
97;120;163
63;119;153
40;123;170
57;119;161
81;122;189
67;124;174
40;123;165
67;125;170
73;128;183
64;125;170
39;122;167
68;125;179
68;123;175
67;123;168
40;120;170
68;123;153
68;121;163
40;126;170
68;126;177
69;125;172
70;123;159
42;124;187
63;123;164
61;122;166
68;122;162
41;124;166
70;124;167
70;126;180
66;126;174
39;121;166
67;126;172
73;123;170
67;121;170
39;122;164
66;124;169
69;125;188
75;122;167
40;123;158
70;121;168
69;122;158
36;120;159
64;119;153
69;122;158
69;124;172
44;120;163
71;125;165
72;126;172
67;124;182
40;124;170
67;127;169
73;126;168
69;126;181
41;124;166
69;123;169
68;125;168
72;126;179
43;126;170
66;125;169
68;125;178
41;123;170
68;125;170
66;127;177
61;123;171
42;127;169
68;126;170
72;127;171
75;123;169
41;125;173
73;124;162
68;124;180
70;121;168
42;125;177
67;120;156
67;124;173
63;123;161
39;121;153
68;126;163
67;122;165
63;122;153
37;121;176
65;120;149
69;123;169
42;121;160
66;123;172
67;127;185
67;126;170
38;121;172
70;125;184
72;123;161
68;122;163
39;125;174
73;122;167
70;123;169
69;128;190
48;127;178
69;126;182
64;125;170
66;124;166
33;123;159
69;124;175
67;124;168
41;122;161
72;119;163
69;124;168
67;124;173
41;123;170
67;120;152
67;118;144
70;120;158
38;122;166
66;123;157
66;122;158
69;117;145
39;122;157
62;122;165
50;117;140
67;119;168
40;121;157
64;119;156
102;123;162
61;122;161
40;122;165
63;123;162
71;126;173
66;124;158
38;124;158
67;124;172
41;124;164
72;124;163
39;125;174
71;124;167
69;122;172
40;122;181
70;127;180
68;127;171
76;125;171
41;125;181
67;125;163
71;128;187
68;126;180
40;125;177
70;125;175
66;125;171
65;126;163
40;122;170
73;124;178
67;123;176
70;126;180
41;122;171
68;128;174
69;124;164
40;125;175
63;124;175
70;125;172
69;123;174
41;124;185
72;122;163
69;125;163
73;126;178
41;125;162
70;126;177
68;126;178
68;124;169
39;124;169
66;124;165
70;123;169
67;127;170
44;126;182
68;125;171
67;124;170
41;126;172
72;125;176
67;128;171
74;125;179
41;122;164
71;126;169
71;124;174
67;128;187
42;124;180
73;126;169
39;122;160
77;129;175
44;124;178
70;125;181
70;125;171
39;126;170
72;124;175
71;122;167
68;128;175
40;123;167
68;123;166
65;127;165
71;123;180
55;123;167
66;124;174
72;125;173
67;124;168
48;125;173
66;123;162
67;126;175
66;123;168
40;124;180
64;124;179
65;126;172
66;124;176
39;125;179
71;127;197
67;123;170
39;125;177
67;124;173
67;126;175
69;124;172
41;124;171
76;125;186
66;124;165
75;125;167
41;126;168
70;125;170
67;123;176
70;125;172
40;121;165
67;124;166
69;126;166
39;126;171
68;125;174
69;126;174
67;123;156
40;124;174
106;126;168
68;125;173
106;128;174
46;124;177
68;124;168
66;128;179
69;126;184
41;124;166
69;122;178
67;125;163
75;125;168
44;125;175
71;125;169
64;124;170
38;124;180
76;126;175
75;124;176
68;125;166
39;125;177
75;125;175
77;124;178
73;127;169
42;124;174
71;127;177
65;125;172
70;126;189
40;126;175
67;125;169
70;126;183
43;125;174
67;125;169
71;124;171
67;124;166
41;122;155
65;125;169
67;127;181
70;124;179
41;122;161
67;125;180
68;123;166
70;127;187
43;125;167
65;126;173
71;125;170
67;124;176
3;119;165
50;119;176
44;115;156
30;117;169
46;118;159
59;117;159
5;110;144
19;105;167
